 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	FWHM_Mult	Source_Rad(base)	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_C6	rel_flux_C7	rel_flux_C8	rel_flux_C9	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_err_C8	rel_flux_err_C9	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_C6	rel_flux_SNR_C7	rel_flux_SNR_C8	rel_flux_SNR_C9	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	RA_C8	DEC_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Peak_C8	Mean_C8	Sky/Pixel_C8	FWHM_C8	Width_C8	X-Width_C8	Y-Width_C8	Angle_C8	Roundness_C8	X(IJ)_C9	Y(IJ)_C9	X(FITS)_C9	Y(FITS)_C9	RA_C9	DEC_C9	Source-Sky_C9	Source_Error_C9	Source_SNR_C9	Peak_C9	Mean_C9	Sky/Pixel_C9	FWHM_C9	Width_C9	X-Width_C9	Y-Width_C9	Angle_C9	Roundness_C9
153	Autosave Image -0441r_out.fits	153.000000	0.000000	58757.519005	2458757.519005	2458757.518831	2458757.520362	2458757.521137	1.231397	54.245338	-20.000000	30.000000	20.229722	65.161944	8.268937	8.347603	1.200000	6.000000	11.000000	17.000000	0.053020	0.160041	0.178651	0.254126	0.152458	0.100992	0.279054	0.042611	0.025405	0.000234	0.000421	0.000451	0.000568	0.000410	0.000328	0.000603	0.000222	0.000185	226.816892	380.210524	396.324439	447.478394	371.453547	307.588824	463.109464	192.340373	137.537131	2975692.483334	2719.578332	1394.433493	1186.013966	1394.933493	1318.486034	20.225442	65.162379	157772.624188	218.913936	680.485302	231.853096	2848.775879	720.706168	41.648386	458.000000	7.137807	6.811369	6.742928	6.879810	299.904383	0.998403	1802.386736	1637.815872	1802.886736	866.684128	20.236026	65.215202	410530.419545	1001.038883	410.104369	7395.012207	1875.305093	58.999792	7.211021	6.936667	6.706667	7.166667	83.151112	0.995351	2056.360728	1462.463386	2056.860728	1042.036614	20.232508	65.252193	451033.504698	1045.943478	431.221681	9102.471680	2060.323397	59.025720	6.524152	6.749678	6.508565	6.990791	83.412612	0.994630	1203.176106	1916.401266	1203.676106	588.098734	20.241307	65.129166	602969.712161	1196.014383	504.149215	7984.849121	2754.368783	65.008083	8.564074	7.281448	7.303998	7.258897	324.697941	0.999652	587.243414	738.511947	587.743414	1765.988053	20.214471	65.053741	393653.381572	986.825607	398.908762	5151.394043	1798.210695	59.253399	9.132105	7.377606	7.775720	6.979493	358.136376	0.988371	1047.851120	1917.214025	1048.351120	587.285975	20.241095	65.107523	272954.183966	848.162628	321.818216	3610.970459	1246.856133	56.697410	8.614642	7.377483	7.461501	7.293465	339.517648	0.999090	1943.535245	656.396281	1944.035245	1848.103719	20.214470	65.243543	649212.956263	1227.427261	528.921735	17063.001953	2965.608163	63.740952	5.709000	6.285028	6.297165	6.272892	42.606225	0.997859	1616.681601	1293.538919	1617.181601	1210.961081	20.228134	65.192409	121614.865672	622.144844	195.476772	2420.141846	555.537339	41.316075	6.671830	6.706630	6.685412	6.727848	309.668527	0.998831	1602.170507	1432.307481	1602.670507	1072.192519	20.231185	65.189149	73723.459457	531.726233	138.649280	1407.044556	336.769146	35.016476	6.928079	6.974580	6.912003	7.037157	301.495071	0.998439
154	Autosave Image -0442r_out.fits	154.000000	0.000000	58757.519549	2458757.519549	2458757.519375	2458757.520906	2458757.521681	1.232469	54.175918	-20.000000	30.000000	20.229722	65.161944	8.588307	8.542584	1.200000	6.000000	11.000000	17.000000	0.052534	0.157749	0.179849	0.256755	0.150980	0.101304	0.279844	0.042512	0.025028	0.000235	0.000420	0.000454	0.000572	0.000409	0.000330	0.000605	0.000224	0.000187	223.859547	376.032625	396.508572	448.731227	368.989902	306.713819	462.644743	190.211963	134.022821	2984649.498048	2736.230961	1392.092965	1179.683854	1392.592965	1324.816146	20.225433	65.162101	156794.491799	229.260047	685.505803	228.728176	2693.215576	683.915465	42.826532	461.000000	7.382016	6.999017	7.008247	6.989787	317.281354	0.998901	1800.059855	1631.624066	1800.559855	872.875934	20.236036	65.215126	406672.334601	1004.183931	404.977935	6848.341309	1773.847382	59.172847	7.624401	6.976064	6.834101	7.118027	273.006068	0.998327	2054.169564	1456.263068	2054.669564	1048.236932	20.232512	65.252104	454962.243898	1053.716117	431.769275	8327.268555	1984.481158	56.290451	6.899583	6.881264	6.527059	7.235468	87.821374	0.989397	1200.872029	1910.075425	1201.372029	594.424575	20.241306	65.129025	609764.587717	1203.507605	506.656198	7902.546387	2659.707154	72.691152	8.604948	7.426566	7.399725	7.453408	306.206948	0.999428	585.008906	732.211056	585.508906	1772.288944	20.214428	65.053237	391511.700235	988.642241	396.009481	4986.583008	1707.718833	61.538461	9.194618	7.440244	7.751657	7.128830	348.915486	0.991858	1045.449316	1910.764808	1045.949316	593.735192	20.241082	65.107292	274545.271337	855.519350	320.910651	3352.394531	1197.527762	62.023076	9.086995	7.344408	7.350427	7.338390	318.967770	0.999859	1941.375199	649.877564	1941.875199	1854.622436	20.214473	65.243437	652607.492671	1233.986516	528.861122	15601.098633	2846.581865	63.782932	6.048572	6.446896	6.301423	6.592368	70.512338	0.996634	1614.484688	1287.264235	1614.984688	1217.235765	20.228132	65.192215	121710.473891	629.774669	193.260352	2291.712646	530.883926	39.461115	6.881189	6.862594	6.655754	7.069433	284.741779	0.995213	1599.851721	1426.013353	1600.351721	1078.486647	20.231184	65.188962	72875.393699	539.592997	135.056226	1339.903931	317.872192	38.289234	7.303507	6.970860	6.798051	7.143668	288.492606	0.996152
155	Autosave Image -0443r_out.fits	155.000000	0.000000	58757.520104	2458757.520104	2458757.519931	2458757.521461	2458757.522236	1.233566	54.105114	-20.000000	30.000000	20.229722	65.161944	8.250252	8.330114	1.200000	6.000000	11.000000	17.000000	0.053145	0.158532	0.179870	0.255660	0.150025	0.101223	0.281823	0.042276	0.024918	0.000234	0.000418	0.000450	0.000568	0.000405	0.000328	0.000605	0.000221	0.000184	227.175279	378.835033	399.370498	450.369488	370.372897	308.137619	465.842110	191.422449	135.746200	2985653.888702	2720.656390	1390.429478	1179.611060	1390.929478	1324.888940	20.225445	65.162365	158672.763107	217.997644	683.329901	232.205210	3177.947754	727.864578	41.040208	466.000000	7.158088	6.784895	6.954280	6.615511	328.960831	0.988645	1798.400451	1631.471547	1798.900451	873.028453	20.236031	65.215200	408554.073362	1001.103790	408.103613	7373.157227	1874.121508	59.700598	7.062162	6.881436	6.705307	7.057565	288.363082	0.995926	2052.470167	1456.173800	2052.970167	1048.326200	20.232513	65.252195	455159.021919	1046.346473	434.998381	9756.443359	2087.907987	59.434865	6.372593	6.626424	6.317287	6.935561	281.883913	0.989651	1199.161378	1910.081581	1199.661378	594.418419	20.241311	65.129158	607897.590984	1196.520409	508.054511	8501.286133	2788.551197	69.069997	8.408414	7.244331	7.391597	7.097066	339.568376	0.997112	583.081940	732.034866	583.581940	1772.465134	20.214472	65.053698	389488.461324	980.263225	397.330484	5222.544922	1786.663627	62.258945	9.038993	7.369087	7.735750	7.002423	346.400406	0.987543	1043.691027	1910.837810	1044.191027	593.662190	20.241097	65.107490	274436.773827	851.356731	322.352269	3737.597168	1258.897889	53.863932	8.460900	7.280238	7.547014	7.013463	346.133625	0.993163	1939.618933	650.051039	1940.118933	1854.448961	20.214472	65.243529	656429.014886	1232.203313	532.727845	17545.039062	3011.174813	61.462737	5.575734	6.233194	6.279594	6.186795	323.964344	0.997661	1612.733529	1287.208232	1613.233529	1217.291768	20.228139	65.192403	121101.659485	622.654108	194.492669	2591.479004	555.518203	39.398919	6.796993	6.727089	6.783048	6.671131	320.911534	0.993408	1598.305146	1426.034744	1598.805146	1078.465256	20.231191	65.189157	72587.292914	530.577937	136.807975	1485.800537	332.972832	38.869987	6.790085	6.790329	6.761981	6.818677	311.588500	0.995061
156	Autosave Image -0444r_out.fits	156.000000	0.000000	58757.520648	2458757.520648	2458757.520475	2458757.522005	2458757.522780	1.234642	54.035876	-20.000000	30.000000	20.229722	65.161944	8.205054	8.405276	1.200000	6.000000	11.000000	17.000000	0.053230	0.158612	0.178986	0.255624	0.153900	0.100592	0.279201	0.042062	0.024912	0.000235	0.000421	0.000451	0.000569	0.000413	0.000328	0.000603	0.000220	0.000185	226.247533	377.003711	396.856017	448.981171	373.034378	306.337109	463.258639	190.895054	134.772497	2977768.427112	2722.878299	1387.978134	1184.191975	1388.478134	1320.308025	20.225442	65.162337	158505.466053	221.949331	685.427885	231.250390	3019.774902	714.151582	42.020110	459.000000	6.873151	6.876942	7.105476	6.648407	339.198995	0.992117	1795.907435	1635.974385	1796.407435	868.525615	20.236027	65.215172	407651.666470	1004.008939	406.023941	7636.443359	1836.687968	61.020667	7.235686	7.008966	6.795559	7.222373	286.753178	0.994676	2050.017055	1460.517652	2050.517055	1043.982348	20.232505	65.252176	452065.807014	1046.497402	431.979866	9163.206055	2036.797337	58.757907	6.433706	6.706500	6.607904	6.805095	285.575548	0.998820	1196.805683	1914.675619	1197.305683	589.824381	20.241315	65.129170	606223.606833	1196.754043	506.556556	7986.570801	2731.360365	71.082092	8.851612	7.276177	7.458043	7.094312	345.721286	0.996765	580.898194	736.597261	581.398194	1767.902739	20.214468	65.053713	397156.255446	990.527229	400.954405	5219.258789	1789.400549	60.675147	8.911983	7.345505	7.791307	6.899702	351.369678	0.983963	1041.343618	1915.389488	1041.843618	589.110512	20.241102	65.107512	272162.553220	849.475481	320.388945	3638.699463	1226.237320	54.327212	8.543138	7.274031	7.289878	7.258184	323.935433	0.999798	1937.204431	654.437724	1937.704431	1850.062276	20.214466	65.243518	649933.683210	1227.963341	529.277757	18670.111328	2928.297550	65.102497	5.451724	6.200616	6.350895	6.050337	344.633955	0.996824	1610.302892	1291.739887	1610.802892	1212.760113	20.228134	65.192379	120194.501650	619.681101	193.961864	2467.396484	541.540274	39.512833	6.589928	6.736741	6.765994	6.707489	319.907367	0.997405	1595.753004	1430.465985	1596.253004	1074.034015	20.231185	65.189119	72380.353269	532.920083	135.818401	1437.568726	326.112058	37.629790	6.704308	6.812473	6.874514	6.750433	329.290620	0.998551
157	Autosave Image -0445r_out.fits	157.000000	0.000000	58757.521204	2458757.521204	2458757.521030	2458757.522561	2458757.523336	1.235744	53.965260	-20.000000	30.000000	20.229722	65.161944	8.240865	8.415862	1.200000	6.000000	11.000000	17.000000	0.052154	0.158801	0.181259	0.254296	0.151720	0.101435	0.279329	0.042001	0.024905	0.000232	0.000419	0.000452	0.000566	0.000409	0.000328	0.000602	0.000220	0.000183	224.385302	379.202906	400.607571	448.976637	371.284339	308.863972	464.182156	190.979520	135.900389	2990263.483842	2726.225336	1386.363627	1183.203668	1386.863627	1321.296332	20.225429	65.162165	155953.781981	222.508735	680.327932	229.233249	2866.801270	700.888358	42.460828	470.000000	6.971208	6.882898	7.032203	6.733592	331.682156	0.993783	1794.352734	1634.984647	1794.852734	869.515353	20.236031	65.215170	409783.061885	1002.858805	408.614911	7500.471191	1841.649326	58.094066	7.162048	6.933269	6.751548	7.114990	286.257373	0.996141	2048.362318	1459.709460	2048.862318	1044.790540	20.232514	65.252141	458842.627960	1050.689455	436.706227	9625.111328	2062.133102	53.560372	6.498040	6.736452	6.490591	6.982313	271.266533	0.994676	1195.207249	1913.633133	1195.707249	590.866867	20.241296	65.129064	606246.117732	1198.112658	506.000929	8248.426758	2724.594689	73.973266	8.686366	7.335748	7.558928	7.112567	349.512466	0.995761	579.256619	735.765304	579.756619	1768.734696	20.214423	65.053257	393918.028113	988.455098	398.518890	5215.382324	1770.348603	61.952116	9.161868	7.328286	7.663941	6.992632	357.695184	0.991589	1039.715967	1914.371493	1040.215967	590.128507	20.241072	65.107325	275383.838543	852.028556	323.209635	3666.189453	1237.631586	53.414013	8.338655	7.386706	7.543388	7.230024	348.893240	0.997902	1935.640192	653.595231	1936.140192	1850.904769	20.214478	65.243481	652894.502029	1231.594294	530.121408	17888.230469	2934.242118	66.315186	5.518071	6.269266	6.399592	6.138940	10.378535	0.998025	1608.730695	1290.700637	1609.230695	1213.799363	20.228128	65.192275	120532.456696	621.201634	194.031133	2397.701660	541.697640	40.189155	6.677578	6.743599	6.745751	6.741447	315.292010	0.996079	1594.198177	1429.510160	1594.698177	1074.989840	20.231180	65.189030	72662.850884	530.513349	136.967055	1446.242065	326.561790	33.868111	6.948896	6.883932	6.933022	6.834843	323.103332	0.997389
158	Autosave Image -0446r_out.fits	158.000000	0.000000	58757.521748	2458757.521748	2458757.521574	2458757.523106	2458757.523881	1.236988	53.885838	-20.000000	30.000000	20.229722	65.142778	9.374969	8.743254	1.200000	6.000000	11.000000	17.000000	0.053000	0.156658	0.175402	0.257408	0.160141	0.105696	0.274233	0.040893	0.023009	0.000326	0.000555	0.000590	0.000752	0.000566	0.000454	0.000783	0.000311	0.000268	162.378055	282.063366	297.512895	342.313263	282.873165	232.654989	350.083112	131.360790	85.746271	1927982.249327	2353.490817	1382.492915	1178.980245	1382.992915	1325.519755	20.225450	65.162298	102183.848627	240.157458	616.809774	165.665093	1418.778198	425.486884	39.892181	402.000000	8.005106	7.224065	7.433259	7.014870	338.366051	0.993684	1790.511731	1630.812258	1791.011731	873.687742	20.236033	65.215130	261125.613115	859.800906	303.704743	3645.096680	1087.310030	56.080386	8.128609	7.252670	7.156044	7.349297	286.606090	0.998986	2044.856117	1455.298773	2045.356117	1049.201227	20.232511	65.252159	287706.845749	888.275076	323.893863	4446.225098	1197.992550	54.828249	6.972449	7.056203	6.920512	7.191894	87.966596	0.998514	1191.177844	1909.348780	1191.677844	595.151220	20.241315	65.129127	394682.842900	1015.218778	388.766295	4026.759033	1643.433628	68.749673	10.048124	7.569791	7.716717	7.422864	347.806415	0.998185	574.756733	731.177345	575.256733	1773.322655	20.214476	65.053612	266130.896343	873.293438	304.743955	2679.683105	1108.151703	65.118175	11.621612	7.589908	8.051310	7.128505	2.522500	0.985212	1035.275035	1910.024834	1035.775035	594.475166	20.241100	65.107418	184299.681480	756.324977	243.677899	1889.032715	767.411859	52.968769	10.871592	7.433724	7.531246	7.336203	342.126866	0.998955	1931.922764	649.155097	1932.422764	1855.344903	20.214472	65.243470	414929.440818	1033.724670	401.392608	8497.624023	1727.739142	61.191858	6.166630	6.577236	6.537014	6.617459	84.395010	0.999845	1605.445234	1286.474171	1605.945234	1218.025829	20.228141	65.192421	75744.243668	568.999628	133.118266	1198.964966	315.394093	39.074337	7.344532	7.056068	7.108364	7.003772	331.527283	0.999262	1590.400669	1425.270960	1590.900669	1079.229040	20.231192	65.189093	43362.685254	502.934867	86.219286	757.129639	180.559395	47.095225	6.975205	7.078831	7.119941	7.037722	344.684063	0.999818
159	Autosave Image -0447r_out.fits	159.000000	0.000000	58757.522303	2458757.522303	2458757.522130	2458757.523661	2458757.524436	1.238095	53.815376	-20.000000	30.000000	20.229722	65.142778	8.253574	8.326469	1.200000	6.000000	11.000000	17.000000	0.052773	0.159628	0.179399	0.256277	0.150909	0.101378	0.278206	0.042506	0.025265	0.000233	0.000422	0.000451	0.000570	0.000409	0.000329	0.000602	0.000222	0.000185	226.604051	378.418340	397.409819	449.400685	369.375130	308.492720	462.512340	191.752948	136.746561	2968618.685230	2713.842091	1371.724473	1179.465650	1372.224473	1325.034350	20.225446	65.162366	156663.267262	217.806872	676.355562	231.628563	3093.251221	719.276053	39.186663	450.000000	6.615992	6.816567	7.004404	6.628731	333.570330	0.991681	1779.671153	1631.539647	1780.171153	872.960353	20.236033	65.215194	408644.170523	1002.020509	407.820166	7571.752441	1876.176663	56.883546	7.135095	6.832211	6.675574	6.988848	284.717015	0.997231	2033.669656	1455.961178	2034.169656	1048.538822	20.232508	65.252186	451558.596539	1043.595403	432.695080	9772.356445	2073.206378	57.985140	6.581281	6.715235	6.417311	7.013160	278.368677	0.991449	1180.581949	1910.181992	1181.081949	594.318008	20.241315	65.129180	605590.107417	1194.078450	507.161072	8371.941406	2780.399449	66.569695	8.303065	7.275547	7.312761	7.238333	324.714312	0.999054	564.637161	731.705790	565.137161	1772.794210	20.214474	65.053760	389249.215334	982.216842	396.296621	5004.661133	1787.130091	59.159890	8.770729	7.382842	7.739873	7.025811	345.560037	0.987856	1025.149660	1910.820398	1025.649660	593.679602	20.241099	65.107525	273251.822437	846.313127	322.873194	3759.112549	1254.560151	49.257844	8.714505	7.331112	7.443252	7.218973	355.895995	0.999045	1920.888966	649.753057	1921.388966	1854.746943	20.214468	65.243514	646130.824992	1223.716321	528.007034	17571.078125	2966.530939	65.099458	5.664776	6.287498	6.411539	6.163457	343.045208	0.997741	1594.040508	1287.113707	1594.540508	1217.386293	20.228139	65.192404	121039.562465	621.158102	194.861118	2532.640625	555.719667	40.455328	6.531038	6.770958	6.731236	6.810680	309.637370	0.996025	1579.471631	1425.840798	1579.971631	1078.659202	20.231189	65.189140	73154.385523	530.720480	137.839764	1480.901978	335.868124	35.383100	6.590716	6.815979	6.712566	6.919393	302.058893	0.995170
160	Autosave Image -0448r_out.fits	160.000000	0.000000	58757.522847	2458757.522847	2458757.522674	2458757.524205	2458757.524980	1.239182	53.746475	-20.000000	30.000000	20.229722	65.142778	8.624045	8.655933	1.200000	6.000000	11.000000	17.000000	0.051977	0.157944	0.178599	0.255424	0.152601	0.101631	0.280695	0.042330	0.024770	0.000235	0.000420	0.000452	0.000571	0.000412	0.000332	0.000607	0.000225	0.000188	221.214179	375.762351	395.135256	447.131479	370.084413	306.149713	462.532106	187.915062	131.995426	2989498.871287	2746.402482	1371.013922	1186.581566	1371.513922	1317.918434	20.225441	65.162345	155385.213807	235.384408	687.761615	225.928883	2574.756836	660.133842	44.660888	449.000000	7.336943	6.980091	7.086477	6.873705	324.760765	0.991682	1778.999623	1638.488481	1779.499623	866.011519	20.236029	65.215184	407769.698475	1007.355818	404.792121	6529.280273	1732.356451	59.985099	7.401589	7.044945	6.793934	7.295956	291.335534	0.990631	2033.109915	1462.900138	2033.609915	1041.599862	20.232505	65.252194	453014.183778	1053.185154	430.137267	8110.448730	1924.571754	58.000740	7.083512	6.955236	6.530725	7.379747	277.965845	0.984004	1179.854275	1916.959105	1180.354275	587.540895	20.241308	65.129139	608231.995703	1205.452778	504.567252	7690.729492	2583.994410	73.493542	8.873572	7.445719	7.400085	7.491353	305.977408	0.998434	563.875657	739.062476	564.375657	1765.437524	20.214468	65.053693	395800.631637	995.609713	397.545973	4788.691895	1681.507430	65.336163	9.252859	7.475123	7.695691	7.254554	354.157124	0.996375	1024.450700	1917.759948	1024.950700	586.740052	20.241095	65.107476	275795.186314	860.977036	320.328156	3477.109619	1171.679926	56.137924	9.226014	7.374977	7.380655	7.369300	316.148138	0.998523	1920.250926	656.810715	1920.750926	1847.689285	20.214467	65.243535	655219.726728	1238.245585	529.151676	15164.869141	2783.615665	64.561674	6.078200	6.499424	6.287347	6.711501	279.324866	0.995266	1593.426023	1294.032629	1593.926023	1210.467371	20.228132	65.192403	121406.199007	636.094036	190.862030	2296.536865	515.778423	39.715781	6.817120	6.914834	6.611457	7.218212	288.414842	0.988028	1578.881134	1432.858575	1579.381134	1071.641425	20.231184	65.189138	72261.249645	543.376088	132.985700	1337.339478	306.992507	37.085173	7.293025	7.087463	6.849752	7.325174	295.095506	0.989047
161	Autosave Image -0449r_out.fits	161.000000	0.000000	58757.523403	2458757.523403	2458757.523229	2458757.524761	2458757.525536	1.240294	53.676202	-20.000000	30.000000	20.229722	65.142778	8.359310	8.475011	1.200000	6.000000	11.000000	17.000000	0.052955	0.159515	0.179579	0.254495	0.151858	0.100776	0.279526	0.042554	0.025281	0.000235	0.000422	0.000453	0.000570	0.000411	0.000331	0.000605	0.000223	0.000187	225.220053	377.904827	396.002901	446.809193	369.742545	304.666644	462.129578	190.970744	135.248961	2969406.339069	2724.255637	1368.902319	1187.300393	1369.402319	1317.199607	20.225446	65.162339	157244.035629	225.647416	683.112816	230.187506	2963.981201	696.857241	41.921975	470.000000	6.898631	6.928768	7.155066	6.702470	345.636308	0.994463	1776.976324	1638.944094	1777.476324	865.555906	20.236027	65.215192	408503.106189	1002.610471	407.439497	7357.411133	1810.360225	59.292455	7.323713	7.039418	6.849143	7.229694	286.740340	0.995805	2031.011822	1463.661787	2031.511822	1040.838213	20.232510	65.252187	452062.757107	1048.467139	431.165403	9321.888672	2003.403211	57.058224	6.605959	6.742793	6.604079	6.881507	83.347380	0.998214	1177.859273	1917.596030	1178.359273	586.903970	20.241310	65.129175	602393.684776	1195.654129	503.819349	8023.499023	2669.623682	74.477397	8.806570	7.308623	7.488789	7.128456	346.982906	0.996993	561.805545	739.582203	562.305545	1764.917797	20.214466	65.053701	391478.493425	986.054827	397.014935	5159.404297	1734.912373	59.428580	8.843245	7.333590	7.794232	6.872949	354.067944	0.983651	1022.493590	1918.325191	1022.993590	586.174809	20.241095	65.107526	271848.938324	853.342148	318.569684	3529.162109	1204.750949	51.194075	8.591590	7.351019	7.456207	7.245832	346.741719	0.998978	1918.072625	657.690473	1918.572625	1846.809527	20.214476	65.243519	648698.782333	1228.166752	528.184614	16656.705078	2874.833644	64.103575	5.798225	6.282261	6.443680	6.120842	10.288309	0.996991	1591.290118	1294.705647	1591.790118	1209.794353	20.228135	65.192393	121201.149241	624.546526	194.062643	2326.203613	537.126246	40.422308	6.904858	6.808605	6.843807	6.773403	327.709460	0.999420	1576.816187	1433.474136	1577.316187	1071.025864	20.231186	65.189141	73219.427674	537.140580	136.313342	1364.017212	324.486002	38.869326	6.836953	6.887995	6.927576	6.848413	327.445367	0.999254
162	Autosave Image -0450r_out.fits	162.000000	0.000000	58757.523947	2458757.523947	2458757.523773	2458757.525305	2458757.526080	1.241386	53.607487	-20.000000	30.000000	20.229722	65.142778	8.772507	8.627349	1.200000	6.000000	11.000000	17.000000	0.052445	0.159139	0.177999	0.255417	0.152042	0.101522	0.280567	0.041942	0.025287	0.000236	0.000423	0.000452	0.000572	0.000414	0.000332	0.000609	0.000223	0.000189	222.211127	375.860801	393.968015	446.407198	367.054086	305.600980	460.914030	187.684626	133.772238	2976707.891956	2741.495290	1366.341333	1182.531320	1366.841333	1321.968680	20.225444	65.162328	156114.028021	233.832331	687.678553	227.015991	2712.293945	667.632346	41.986608	434.000000	7.631101	6.983413	6.986836	6.979991	317.157998	0.999830	1774.361692	1634.230522	1774.861692	870.269478	20.236026	65.215173	408674.214775	1008.790876	405.112917	6608.452148	1747.723304	59.240492	7.679850	7.050237	6.636107	7.464367	273.046445	0.986137	2028.519494	1458.769944	2029.019494	1045.730056	20.232506	65.252197	449788.668457	1048.895851	428.821096	8488.066406	1923.552085	60.725272	6.920314	6.815982	6.423034	7.208930	83.908104	0.986178	1175.393278	1912.790638	1175.893278	591.709362	20.241304	65.129135	605616.991734	1201.834704	503.910388	7459.748535	2589.962595	72.426489	9.050550	7.373109	7.232866	7.513352	282.515266	0.998239	559.333709	734.817292	559.833709	1769.682708	20.214467	65.053704	392853.704728	997.382877	393.884549	4822.142578	1680.065808	61.389675	9.292941	7.411618	7.595878	7.227358	353.131059	0.997383	1019.940998	1913.614991	1020.440998	590.885009	20.241091	65.107461	274348.724139	857.934428	319.778197	3454.391602	1173.271132	53.227824	9.242930	7.354125	7.324564	7.383687	297.636385	0.999801	1915.530769	652.734501	1916.030769	1851.765499	20.214470	65.243528	652184.277190	1237.361953	527.076395	15146.638672	2789.110785	68.486214	6.182516	6.447346	6.242848	6.651843	65.508673	0.990676	1588.714630	1290.031953	1589.214630	1214.468047	20.228135	65.192381	119824.574201	628.548861	190.636849	2289.198975	512.438009	39.056326	6.865148	6.870607	6.762882	6.978332	85.788232	0.998996	1574.223758	1428.866220	1574.723758	1075.633780	20.231188	65.189122	73416.736731	544.596981	134.809298	1249.283813	313.971709	35.087696	7.727907	7.031133	6.765010	7.297255	88.337181	0.994267
