 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	FWHM_Mult	Source_Rad(base)	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_C6	rel_flux_C7	rel_flux_C8	rel_flux_C9	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_err_C8	rel_flux_err_C9	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_C6	rel_flux_SNR_C7	rel_flux_SNR_C8	rel_flux_SNR_C9	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	RA_C8	DEC_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Peak_C8	Mean_C8	Sky/Pixel_C8	FWHM_C8	Width_C8	X-Width_C8	Y-Width_C8	Angle_C8	Roundness_C8	X(IJ)_C9	Y(IJ)_C9	X(FITS)_C9	Y(FITS)_C9	RA_C9	DEC_C9	Source-Sky_C9	Source_Error_C9	Source_SNR_C9	Peak_C9	Mean_C9	Sky/Pixel_C9	FWHM_C9	Width_C9	X-Width_C9	Y-Width_C9	Angle_C9	Roundness_C9
143	Autosave Image -0431r_out.fits	143.000000	0.000000	58757.513507	2458757.513507	2458757.513333	2458757.514863	2458757.515638	1.220803	54.944439	-20.000000	30.000000	20.228333	65.161944	8.559857	8.621237	1.200000	6.000000	11.000000	17.000000	0.051514	0.158765	0.178811	0.257205	0.150544	0.101620	0.280587	0.042209	0.024607	0.000234	0.000422	0.000452	0.000575	0.000409	0.000333	0.000607	0.000224	0.000188	219.724999	376.426862	395.262646	447.452934	367.703155	305.455332	462.233856	188.702476	130.731168	2986649.914173	2745.662725	1412.843228	1185.514847	1413.343228	1318.985153	20.225438	65.162339	153853.145666	233.501152	685.773931	224.349656	2607.399170	658.896731	48.340128	428.000000	7.275292	6.956987	7.049195	6.864779	333.746425	0.998104	1820.819243	1637.405921	1821.319243	867.094079	20.236024	65.215186	409208.706913	1008.652209	405.698519	6877.487793	1752.491169	59.309929	7.082032	7.074506	6.721308	7.427703	276.158168	0.989606	2074.818392	1462.006502	2075.318392	1042.493498	20.232504	65.252175	453038.605223	1052.663453	430.373643	8420.592773	1940.198587	61.811758	6.851171	6.870849	6.477515	7.264183	87.824451	0.986901	1221.618030	1915.886214	1222.118030	588.613786	20.241304	65.129157	611022.789830	1209.464056	505.201280	7466.775879	2616.787046	75.930187	8.998247	7.452685	7.335088	7.570282	288.120461	0.998470	605.790205	737.897878	606.290205	1766.602122	20.214468	65.053704	390790.349159	990.401974	394.577514	4850.165527	1673.612082	63.187303	9.090711	7.473369	7.739233	7.207505	347.125021	0.993776	1066.154266	1916.719326	1066.654266	587.780674	20.241092	65.107491	275505.721749	862.173500	319.547889	3181.451172	1179.890203	59.469202	9.439012	7.463302	7.518762	7.407843	335.526969	0.999488	1962.104135	655.750736	1962.604135	1848.749264	20.214467	65.243522	654399.667283	1237.476642	528.817794	15804.270508	2802.554341	66.179110	5.986023	6.491365	6.308430	6.674300	271.957403	0.996813	1635.201254	1293.028684	1635.701254	1211.471316	20.228130	65.192390	120957.843992	630.996430	191.693389	2329.927734	518.018189	41.587512	6.882536	6.947749	6.816804	7.078694	296.473491	0.996089	1620.642886	1431.843468	1621.142886	1072.656532	20.231181	65.189128	71726.230023	544.643668	131.693866	1360.536011	307.177200	39.272023	7.088781	6.932979	6.701970	7.163988	290.215041	0.992353
144	Autosave Image -0432r_out.fits	144.000000	0.000000	58757.514051	2458757.514051	2458757.513877	2458757.515407	2458757.516182	1.221852	54.874129	-20.000000	30.000000	20.228333	65.161944	8.207460	8.397568	1.200000	6.000000	11.000000	17.000000	0.052730	0.159547	0.178570	0.256677	0.150275	0.101268	0.280652	0.042045	0.025163	0.000235	0.000423	0.000452	0.000573	0.000409	0.000330	0.000607	0.000221	0.000188	224.620091	377.399801	395.320726	448.214243	367.103292	306.892969	462.419126	190.298812	134.061528	2963635.489338	2719.179861	1411.094525	1188.658145	1411.594525	1315.841855	20.225442	65.162329	156273.525650	221.542422	680.788313	229.547897	3154.494385	705.388721	42.529064	404.000000	6.825390	6.825079	7.060930	6.589228	342.407702	0.992866	1818.969847	1640.665923	1819.469847	863.834077	20.236030	65.215159	407780.006243	1002.417427	406.796605	7088.850098	1840.640736	60.166508	7.464996	6.969133	6.864862	7.073405	274.735757	0.999080	2073.137984	1465.215809	2073.637984	1039.284191	20.232510	65.252176	449032.323182	1043.625976	430.261735	9412.731445	2026.845782	59.757731	6.465053	6.730975	6.528444	6.933506	85.584814	0.996298	1219.859277	1919.226499	1220.359277	585.273501	20.241311	65.129140	605324.016741	1196.270161	506.009459	8251.828125	2732.316510	75.887679	8.468998	7.340409	7.457974	7.222843	338.562423	0.998090	603.988119	741.091581	604.488119	1763.408419	20.214468	65.053707	387177.332534	983.474870	393.682995	5181.077637	1747.644218	64.836893	8.935312	7.422171	7.831565	7.012777	351.117939	0.986662	1064.517731	1919.917899	1065.017731	584.582101	20.241096	65.107495	272524.642358	848.600817	321.145864	3562.999756	1230.123965	55.773570	8.580082	7.322372	7.428133	7.216612	329.487092	0.996445	1960.346945	658.960195	1960.846945	1845.539805	20.214471	65.243508	649474.475981	1228.471225	528.685136	17284.287109	2931.603215	66.814505	5.654382	6.301161	6.349777	6.252545	5.874354	0.999752	1633.467702	1296.222441	1633.967702	1208.277559	20.228135	65.192380	119578.358498	618.430294	193.357860	2460.309570	539.753775	39.334489	6.378268	6.685902	6.611837	6.759968	301.640521	0.997572	1618.852433	1435.199516	1619.352433	1069.300484	20.231190	65.189108	72744.333802	538.458169	135.097465	1420.059814	328.353970	37.100539	6.534801	6.893224	6.848236	6.938212	306.713800	0.997906
145	Autosave Image -0433r_out.fits	145.000000	0.000000	58757.514606	2458757.514606	2458757.514433	2458757.515963	2458757.516738	1.222926	54.802415	-20.000000	30.000000	20.228333	65.161944	8.460175	8.445032	1.200000	6.000000	11.000000	17.000000	0.052535	0.158674	0.178608	0.256198	0.151584	0.101962	0.278973	0.042335	0.025294	0.000236	0.000423	0.000453	0.000576	0.000412	0.000333	0.000607	0.000223	0.000188	222.669847	374.953519	394.248609	445.160725	367.726999	306.313601	459.918367	189.733519	134.510422	2953037.725593	2720.671682	1408.949167	1184.185076	1409.449167	1320.314924	20.225439	65.162354	155137.630349	224.053864	681.897371	227.508768	2793.721924	692.412206	45.992819	450.000000	7.226925	6.955993	7.104149	6.807838	345.675476	0.997646	1816.885109	1636.100890	1817.385109	868.399110	20.236025	65.215187	404402.863315	1001.057803	403.975537	6807.559082	1804.935901	59.036070	7.153689	6.986886	6.763217	7.210555	270.524221	0.995908	2070.853825	1460.744909	2071.353825	1043.755091	20.232506	65.252172	447507.556473	1042.579799	429.230987	8654.343750	1997.321305	64.324303	6.714174	6.850436	6.556132	7.144741	83.290826	0.992226	1217.759257	1914.567488	1218.259257	589.932512	20.241301	65.129176	602264.383857	1199.572925	502.065670	7791.899902	2688.033906	80.264807	8.694445	7.312060	7.506763	7.117356	355.347100	0.997092	601.880932	736.557662	602.380932	1767.942338	20.214469	65.053720	388711.058124	984.673129	394.761517	4752.597168	1734.900040	63.949412	9.215812	7.392296	7.813571	6.971021	356.648448	0.986915	1062.270454	1915.370968	1062.770454	589.129032	20.241088	65.107511	273237.776573	852.230222	320.614981	3485.904297	1219.518251	59.022765	8.873727	7.349935	7.458816	7.241054	347.835575	0.998943	1958.182054	654.550292	1958.682054	1849.949708	20.214471	65.243529	644124.205594	1225.682943	525.522697	15611.010742	2874.863184	70.510495	5.963073	6.425241	6.431540	6.418942	43.083320	0.999140	1631.217881	1291.693304	1631.717881	1212.806696	20.228130	65.192390	119939.234147	622.121807	192.790596	2352.484131	535.314285	42.256657	6.863666	6.834430	6.810857	6.858004	290.215718	0.999918	1616.714637	1430.622736	1617.214637	1073.877264	20.231184	65.189133	72850.647509	537.380775	135.566159	1342.481689	325.147918	39.392258	7.228608	6.935139	6.892695	6.977584	300.877114	0.999331
146	Autosave Image -0434r_out.fits	146.000000	0.000000	58757.515150	2458757.515150	2458757.514977	2458757.516507	2458757.517282	1.223979	54.732283	-20.000000	30.000000	20.228333	65.161944	8.305146	8.459468	1.200000	6.000000	11.000000	17.000000	0.052484	0.159507	0.179119	0.256246	0.150527	0.101371	0.279621	0.042182	0.025307	0.000235	0.000424	0.000454	0.000574	0.000410	0.000332	0.000606	0.000223	0.000187	223.509604	376.179044	394.378053	446.333789	367.328930	305.400733	461.465916	188.917353	135.105362	2963886.758058	2726.715645	1406.967746	1179.339748	1407.467746	1325.160252	20.225446	65.162353	155557.452118	224.820547	681.104271	228.390070	2866.237305	691.918307	42.292131	458.000000	6.947537	6.933701	7.088889	6.778512	338.620847	0.996287	1814.876542	1631.224380	1815.376542	873.275620	20.236028	65.215187	407725.937292	1005.644766	405.437338	7438.544922	1813.561719	61.107564	7.057106	6.921405	6.770142	7.072668	282.191309	0.997699	2068.919870	1455.900988	2069.419870	1048.599012	20.232510	65.252175	450241.056961	1048.864280	429.265316	8979.055664	2002.668632	62.157454	6.652760	6.819801	6.597415	7.042186	272.109400	0.995733	1215.645909	1909.845829	1216.145909	594.654171	20.241311	65.129177	604565.875714	1200.476980	503.604722	7882.807129	2689.104196	75.211705	8.666723	7.307244	7.441060	7.173428	342.198931	0.997972	599.917361	731.709019	600.417361	1772.790981	20.214475	65.053721	387775.023341	983.812479	394.155422	5081.557129	1724.820213	67.398719	9.079420	7.420881	7.798200	7.043563	350.330995	0.988445	1060.175175	1910.499404	1060.675175	594.000596	20.241096	65.107518	272797.509475	853.800138	319.509798	3631.783691	1213.401148	56.705701	8.412027	7.356652	7.590267	7.123037	342.368490	0.993962	1956.140593	649.742247	1956.640593	1854.757753	20.214474	65.243508	647664.591941	1227.289318	527.719571	17893.863281	2880.806942	66.878463	5.631827	6.319301	6.455613	6.182989	21.295438	0.996569	1629.321957	1286.924340	1629.821957	1217.575660	20.228138	65.192400	119961.892342	625.049473	191.923836	2292.884766	533.589541	42.211893	6.798658	6.768988	6.751424	6.786551	309.314983	0.999307	1614.802482	1425.619421	1615.302482	1078.880579	20.231187	65.189146	73154.870993	537.222463	136.172398	1388.520996	325.392283	38.492056	7.040079	6.897003	6.953002	6.841004	326.016438	0.998126
147	Autosave Image -0435r_out.fits	147.000000	0.000000	58757.515706	2458757.515706	2458757.515532	2458757.517063	2458757.517838	1.224945	54.668211	-20.000000	30.000000	20.229722	65.161944	8.531419	8.530632	1.200000	6.000000	11.000000	17.000000	0.052972	0.157865	0.179640	0.259822	0.151003	0.100624	0.277873	0.042475	0.024932	0.000234	0.000418	0.000452	0.000575	0.000409	0.000328	0.000600	0.000223	0.000186	225.976983	377.663729	397.751890	451.624887	369.586878	306.757329	462.942648	190.231830	134.176469	2995499.895593	2738.315929	1405.449526	1183.092961	1405.949526	1321.407039	20.225440	65.162353	158678.347361	228.618985	687.042389	230.958598	2709.827637	694.073360	42.429715	460.000000	7.363832	6.916813	6.837260	6.996367	303.249555	0.996673	1813.402045	1634.966355	1813.902045	869.533645	20.236024	65.215180	408411.256766	1003.843529	406.847526	6785.395996	1786.427562	61.647999	7.278358	6.983667	6.535867	7.431468	276.794993	0.982735	2067.419413	1459.627246	2067.919413	1044.872754	20.232506	65.252169	456164.972254	1053.137803	433.148417	8792.018555	1995.306608	58.578283	6.911511	6.773218	6.418922	7.127514	272.989822	0.988996	1214.321833	1913.373211	1214.821833	591.126789	20.241303	65.129175	617782.221600	1209.876279	510.616029	7805.743652	2702.234989	69.722053	8.962490	7.290308	7.155224	7.425391	271.240055	0.998625	598.466604	735.404521	598.966604	1769.095479	20.214468	65.053761	392988.193508	990.988821	396.561682	5009.459473	1718.965697	60.558668	9.003059	7.396194	7.668129	7.124259	348.067871	0.993552	1058.803924	1914.199685	1059.303924	590.300315	20.241092	65.107507	273862.672081	853.513516	320.865068	3454.189697	1197.899954	56.242215	9.011166	7.436756	7.481698	7.391814	326.646824	0.999066	1954.695094	653.197496	1955.195094	1851.302504	20.214465	65.243513	651371.117339	1232.048657	528.689442	15703.406250	2849.155840	60.025970	5.885871	6.418837	6.279011	6.558662	274.824278	0.998049	1627.773781	1290.599076	1628.273781	1213.900924	20.228131	65.192392	122051.105870	631.530496	193.262410	2288.249023	533.862512	41.792975	6.958575	6.769288	6.725598	6.812979	308.963119	0.996192	1613.252854	1429.391984	1613.752854	1075.108016	20.231182	65.189134	72868.356176	538.937496	135.207434	1310.993896	318.732742	37.904875	7.102766	6.907856	6.704426	7.111286	291.569225	0.993496
148	Autosave Image -0436r_out.fits	148.000000	0.000000	58757.516250	2458757.516250	2458757.516076	2458757.517607	2458757.518382	1.226003	54.598249	-20.000000	30.000000	20.229722	65.161944	8.469754	8.472447	1.200000	6.000000	11.000000	17.000000	0.052438	0.159376	0.179726	0.253973	0.152319	0.101755	0.278466	0.042159	0.025478	0.000235	0.000422	0.000453	0.000569	0.000413	0.000331	0.000604	0.000222	0.000187	222.805286	377.771903	396.583864	446.036943	368.519652	307.767256	460.873756	189.774622	136.275956	2973791.106501	2729.602303	1403.387258	1187.195409	1403.887258	1317.304591	20.225444	65.162363	155940.154352	225.510907	685.101697	227.616068	2780.671387	691.497171	44.196251	460.000000	7.189855	6.934510	7.058828	6.810191	326.978203	0.992207	1811.357005	1638.926242	1811.857005	865.573758	20.236027	65.215204	408798.124228	1003.662161	407.306502	6865.709473	1812.764310	58.904174	7.431006	7.014703	6.838134	7.191271	294.139161	0.994285	2065.382388	1463.549814	2065.882388	1040.950186	20.232507	65.252199	453043.140726	1048.739212	431.988368	9123.747070	2008.963319	61.455379	6.707261	6.773759	6.642544	6.904974	291.813947	0.997137	1212.126946	1917.462301	1212.626946	587.037699	20.241309	65.129164	602295.279874	1198.072283	502.720319	7978.234863	2670.803320	73.167925	8.633970	7.339112	7.460397	7.217827	327.533813	0.993918	596.197319	739.585467	596.697319	1764.914533	20.214473	65.053725	393090.733695	993.906029	395.500905	5064.036621	1743.111845	66.961527	9.083707	7.338180	7.655072	7.021288	352.037689	0.991963	1056.540635	1918.312926	1057.040635	586.187074	20.241097	65.107483	274652.067928	852.502170	322.171694	3456.297119	1217.910350	57.315537	8.762919	7.379455	7.524365	7.234544	336.583556	0.996707	1952.537508	657.524289	1953.037508	1846.975711	20.214469	65.243514	647728.701345	1230.842765	526.248129	16427.822266	2872.272163	68.054112	5.815944	6.343521	6.499509	6.187533	343.233651	0.996523	1625.714191	1294.560889	1626.214191	1209.939111	20.228132	65.192408	120300.328380	623.933499	192.809536	2313.143066	533.456806	40.349158	7.006743	6.829422	6.885814	6.773030	321.505192	0.994620	1611.153066	1433.462454	1611.653066	1071.037546	20.231187	65.189144	73882.730325	537.851096	137.366515	1388.550537	327.623755	36.777312	7.064958	6.951796	6.978685	6.924907	317.425139	0.991629
149	Autosave Image -0437r_out.fits	149.000000	0.000000	58757.516806	2458757.516806	2458757.516632	2458757.518163	2458757.518938	1.227086	54.526889	-20.000000	30.000000	20.229722	65.161944	8.545439	8.492816	1.200000	6.000000	11.000000	17.000000	0.052811	0.159642	0.179904	0.257417	0.151321	0.100700	0.277986	0.041982	0.025025	0.000236	0.000423	0.000455	0.000576	0.000413	0.000330	0.000604	0.000223	0.000188	223.957061	377.049245	395.148059	447.261291	366.720043	304.758657	460.374574	188.031501	133.436739	2968395.779283	2731.745719	1401.970245	1184.984723	1402.470245	1319.515277	20.225444	65.162357	156765.222127	226.596578	684.950663	228.870823	2746.822266	691.825196	42.728131	445.000000	7.212773	7.025546	7.137650	6.913443	338.610856	0.998111	1809.982685	1636.909342	1810.482685	867.590658	20.236029	65.215192	408643.116945	1005.070674	406.581475	6784.506348	1803.394915	62.583330	7.403408	7.092783	6.832759	7.352808	275.463554	0.994439	2064.061653	1461.460869	2064.561653	1043.039131	20.232508	65.252193	452601.251175	1051.765956	430.325063	8979.771484	1997.387845	61.207174	6.520299	6.802066	6.601135	7.002997	81.130752	0.996159	1210.732366	1915.483910	1211.232366	589.016090	20.241307	65.129160	607687.484206	1203.100717	505.101091	7540.647949	2681.803445	77.974351	8.691829	7.408528	7.494443	7.322613	344.987545	0.999283	594.954700	737.228998	595.454700	1767.271002	20.214470	65.053742	390143.800398	991.701319	393.408573	5012.366699	1721.755039	65.372558	9.016880	7.466260	7.779723	7.152796	358.239615	0.992948	1055.271053	1916.311533	1055.771053	588.188467	20.241094	65.107501	271571.146842	851.909387	318.779381	3312.416016	1198.478587	57.215849	9.217988	7.383351	7.418729	7.347974	345.286247	0.999879	1951.292800	655.296008	1951.792800	1849.203992	20.214471	65.243526	645682.388123	1227.526406	526.002850	15703.874023	2849.479869	67.788468	6.072387	6.464591	6.469738	6.459444	43.736885	0.998695	1624.390872	1292.601785	1624.890872	1211.898215	20.228137	65.192411	119597.096698	626.175823	190.996031	2346.950439	527.797452	43.169744	7.067474	6.902512	6.795165	7.009858	281.233109	0.998868	1609.840407	1431.321263	1610.340407	1073.178737	20.231186	65.189149	72469.494896	538.949261	134.464411	1293.144409	319.817252	39.236862	7.236160	7.067077	6.999963	7.134191	300.146135	0.998531
150	Autosave Image -0438r_out.fits	150.000000	0.000000	58757.517350	2458757.517350	2458757.517176	2458757.518707	2458757.519482	1.228149	54.457106	-20.000000	30.000000	20.229722	65.161944	8.314913	8.499165	1.200000	6.000000	11.000000	17.000000	0.053371	0.160000	0.178442	0.256226	0.152218	0.100573	0.279563	0.042047	0.024966	0.000238	0.000427	0.000455	0.000577	0.000414	0.000333	0.000609	0.000224	0.000189	224.340731	375.127487	392.445975	444.418607	367.583772	302.161165	459.100125	187.712373	131.907913	2946761.142913	2724.060580	1399.561953	1179.560615	1400.061953	1324.939385	20.225442	65.162326	157271.520476	226.935477	685.797454	229.326486	2770.838379	693.023068	43.078926	426.000000	7.105736	6.929487	6.999963	6.859011	356.355807	0.999580	1807.592260	1631.598004	1808.092260	872.901996	20.236032	65.215169	406449.672049	1004.914994	404.461745	6980.892090	1791.036279	62.327999	7.100553	6.972816	6.778233	7.167399	79.680376	0.996449	2061.584009	1456.153328	2062.084009	1048.346672	20.232509	65.252157	446203.315244	1044.600371	427.152170	8799.405273	1966.212253	64.172319	6.578150	6.792007	6.332488	7.251526	78.472210	0.978571	1208.304140	1910.277557	1208.804140	594.222443	20.241316	65.129130	601035.743409	1198.384409	501.538354	7884.025391	2648.487366	79.590167	8.622031	7.302449	7.159494	7.445403	86.960426	0.998451	592.451013	731.974138	592.951013	1772.525862	20.214469	65.053696	389291.712067	985.997197	394.820303	5015.835449	1715.429061	64.805122	8.925445	7.359012	7.605811	7.112213	353.418478	0.995266	1052.727026	1910.977633	1053.227026	593.522367	20.241101	65.107452	269282.181186	852.352832	315.928065	3550.027588	1186.602399	64.187066	8.535905	7.432832	7.450718	7.414946	35.449895	0.999784	1948.708054	650.054203	1949.208054	1854.445797	20.214471	65.243495	643818.393320	1226.453273	524.943272	16521.089844	2837.010776	64.598263	5.590173	6.354166	6.350163	6.358169	45.504278	0.994876	1621.927586	1287.191112	1622.427586	1217.308888	20.228136	65.192373	118904.266937	623.548328	190.689737	2299.450928	523.956274	40.512610	6.760641	6.875664	6.722249	7.029079	73.399786	0.997159	1607.343807	1425.917834	1607.843807	1078.582166	20.231186	65.189106	71775.858701	540.037779	132.908959	1355.577393	316.283111	39.572210	7.070144	6.929676	6.753361	7.105990	80.538517	0.997110
151	Autosave Image -0439r_out.fits	151.000000	0.000000	58757.517905	2458757.517905	2458757.517731	2458757.519262	2458757.520037	1.229237	54.385931	-20.000000	30.000000	20.229722	65.161944	8.365841	8.427556	1.200000	6.000000	11.000000	17.000000	0.053431	0.158965	0.180302	0.255302	0.152074	0.100752	0.278617	0.042510	0.025105	0.000233	0.000419	0.000451	0.000567	0.000409	0.000329	0.000599	0.000221	0.000185	229.052808	379.715649	399.794063	450.609493	372.271494	305.935173	464.889296	192.708656	135.795028	3002687.064699	2735.685546	1397.801422	1182.989516	1398.301422	1321.510484	20.225441	65.162349	160435.602633	223.127560	685.009149	234.209430	2825.248291	719.030867	40.595596	443.000000	7.102005	6.957205	6.955691	6.958720	314.861243	0.991924	1805.846329	1634.945264	1806.346329	869.554736	20.236028	65.215197	411851.512867	1006.430627	409.219972	7093.169922	1845.811937	54.885635	7.147383	7.017279	6.705105	7.329453	287.890422	0.988019	2059.821396	1459.579904	2060.321396	1044.920096	20.232508	65.252186	458687.159785	1053.127550	435.547584	9171.117188	2055.717190	56.324922	6.626934	6.796022	6.473082	7.118961	290.211678	0.984485	1206.534229	1913.549534	1207.034229	590.950466	20.241310	65.129136	610682.788632	1201.215329	508.387442	8252.022461	2736.922278	69.519965	8.744919	7.269449	7.291599	7.247300	321.184180	0.999191	590.655036	735.493410	591.155036	1769.006590	20.214467	65.053724	396354.936869	991.580825	399.720252	5023.416504	1776.360292	59.534011	8.869732	7.371296	7.721184	7.021408	343.204716	0.987071	1051.041927	1914.335571	1051.541927	590.164429	20.241096	65.107465	274836.343194	859.393508	319.802676	3555.348389	1231.745392	57.889507	8.652248	7.408676	7.539602	7.277750	338.128282	0.997608	1946.967436	653.413533	1947.467436	1851.086467	20.214470	65.243518	654300.687826	1231.959122	531.105843	15841.813477	2932.406419	61.604565	6.017360	6.377630	6.330816	6.424444	308.326519	0.995956	1620.203818	1290.481953	1620.703818	1214.018047	20.228132	65.192403	122438.080011	625.184860	195.843002	2345.919678	548.735801	36.799375	6.845626	6.785003	6.743696	6.826311	311.941475	0.986944	1605.628358	1429.461242	1606.128358	1075.038758	20.231188	65.189135	73535.555515	537.315338	136.857354	1383.461182	329.567337	37.307814	6.971446	6.860208	6.718090	7.002326	299.075662	0.993840
152	Autosave Image -0440r_out.fits	152.000000	0.000000	58757.518449	2458757.518449	2458757.518275	2458757.519806	2458757.520581	1.230304	54.316329	-20.000000	30.000000	20.229722	65.161944	7.927725	8.237849	1.200000	6.000000	11.000000	17.000000	0.052789	0.158276	0.182289	0.255197	0.151826	0.100101	0.279419	0.042231	0.024732	0.000230	0.000414	0.000451	0.000562	0.000405	0.000322	0.000596	0.000218	0.000182	229.796751	382.408862	404.385207	453.774573	375.233883	310.467443	468.579709	194.028367	136.119896	3012138.627380	2720.264082	1396.408977	1188.759537	1396.908977	1315.740463	20.225445	65.162398	159008.511164	213.195272	676.888144	234.911060	3387.217285	745.835074	42.152256	425.000000	6.607915	6.720232	6.857547	6.582918	339.697884	0.997105	1804.362990	1640.599309	1804.862990	863.900691	20.236030	65.215219	411603.459380	999.071924	411.985813	8068.250488	1930.640658	58.193899	6.942602	6.799093	6.626340	6.971845	278.640554	0.997171	2058.299406	1465.364041	2058.799406	1039.135959	20.232512	65.252193	464421.687907	1053.546261	440.817556	10547.992188	2178.386436	54.527410	6.133505	6.633122	6.421254	6.844991	277.917544	0.995600	1205.291492	1919.043651	1205.791492	585.456349	20.241309	65.129224	612405.141125	1196.978254	511.625954	8976.466797	2872.508084	68.779345	8.250920	7.143587	7.127513	7.159661	308.595807	0.999588	589.100580	741.232120	589.600580	1763.267880	20.214472	65.053757	397040.553068	985.608638	402.837940	5607.232910	1862.332828	60.491557	8.611083	7.275085	7.673256	6.876914	353.694994	0.987494	1049.669504	1919.904356	1050.169504	584.595644	20.241097	65.107544	274082.703113	844.000615	324.742303	3865.196289	1285.594662	51.964951	8.263236	7.351844	7.414494	7.289194	351.581848	0.999683	1945.425872	659.242792	1945.925872	1845.257208	20.214472	65.243517	657836.234406	1229.292847	535.133866	20061.246094	3085.604242	60.052591	5.298977	6.091555	6.220598	5.962511	8.429058	0.998042	1618.607615	1296.380213	1619.107615	1208.119787	20.228138	65.192416	122050.475916	619.007476	197.171247	2701.524902	572.482096	35.759895	6.250853	6.617955	6.619805	6.616105	315.718917	0.999504	1604.153630	1435.197905	1604.653630	1069.302095	20.231191	65.189167	72698.372465	529.983695	137.170960	1482.510010	340.994300	37.480747	6.624593	6.849340	6.823063	6.875616	309.276148	0.998506
